Title,Genre,parent_genre_str,main_parent_genre,metadata,poster,year_premiere,IMDB Score,Runtime,runtime_normalized,primary_language_capitalized,Premiere,Director,Plot
el camino: a breaking bad movie,crime drama,drama,drama,movie title is el camino: a breaking bad movie. genre is drama. language is english.,https://m.media-amazon.com/images/M/MV5BMzBlNTdjZTctZTEzZi00MjY0LTgyNzMtNTk2ODI0Mjc3ZDQ5XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.3,121,0.5707317073170731,English,"October 11, 2019",,"A look behind the scenes of El Camino (2019), with interviews of those involved."
extremis,documentary,documentary,documentary,movie title is extremis. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjM5OTc3NzMyOF5BMl5BanBnXkFtZTgwMzU1MDU5OTE@._V1_SX300.jpg,2016.0,7.3,24,0.09756097560975609,English,"September 13, 2016",Dan Krauss,"Witness the wrenching emotions that accompany end-of-life decisions as doctors, patients and families in a hospital ICU face harrowing choices."
father soldier son,documentary,documentary,documentary,movie title is father soldier son. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMzM3MDUxZDAtYTI0MC00OGJkLTg1M2UtZDFiNmIwOThmNzYwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,100,0.46829268292682924,English,"July 17, 2020","Leslye Davis, Catrin Einhorn","When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy."
get me roger stone,documentary,documentary,documentary,movie title is get me roger stone. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZjExNjAxOWQtYmU5ZS00OGM4LTg0ZWUtNTE1MjJiYjZiYmE0XkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.3,101,0.47317073170731705,English,"May 12, 2017","Dylan Bank, Daniel DiMauro, Morgan Pehme","A documentary exploring the life and career of notorious Republican dirty trickster and longtime Trump adviser, Roger Stone, who helped create the real estate mogul's political career."
i'm no longer here,drama,drama,drama,movie title is i'm no longer here. genre is drama. language is spanish.,https://m.media-amazon.com/images/M/MV5BZTM3OWZjOTQtNTA0My00YTNkLWJhY2MtNWI5YzA1ZTE2Y2QxXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,105,0.4926829268292683,Spanish,"May 27, 2020",Fernando Frias,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home."
mucho mucho amor: the legend of walter mercado,documentary,documentary,documentary,movie title is mucho mucho amor: the legend of walter mercado. genre is documentary. language is spanish/english.,https://m.media-amazon.com/images/M/MV5BY2Q1NDlmNTItYzNjZC00NGFmLTgzNTUtNzE4NDUxNjQzOGIwXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,96,0.448780487804878,Spanish,"July 8, 2020","Cristina Costantini, Kareem Tabsch","Every day for decades, Walter Mercado — the iconic, gender non-conforming astrologer — mesmerized 120 million Latino viewers with his extravagance and positivity."
octonauts & the great barrier reef,animation,animation,animation,movie title is octonauts & the great barrier reef. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BMmQ3Mjc5NmItN2VhMy00YTQzLWFhN2ItYjNjNjc3OGZjNDY1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,47,0.20975609756097563,English,"October 13, 2020",Blair Simmons,Octonauts must find a way to hold back hungry swarms of coral eating starfish to save a new friend's fragile reef home.
okja,"action, adventure","action, adventure",action,"movie title is okja. genre is action, adventure. language is english/korean.",https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_SX300.jpg,2017.0,7.3,121,0.5707317073170731,English,"June 28, 2017",Bong Joon Ho,"A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja."
raat akeli hai,thriller,thriller,thriller,movie title is raat akeli hai. genre is thriller. language is hindi.,https://m.media-amazon.com/images/M/MV5BOWE0ZWNmNDktM2JiYy00NWZlLTliYTktYWNkMjdmMzQ3NjBiXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,149,0.7073170731707317,Hindi,"July 31, 2020","Sunny Mandavarra, Honey Trehan",Follows a small town cop who is summoned to investigate the death of a politician which gets complicated by the victim's secretive family and his own conflicted heart.
remastered: massacre at the stadium,documentary,documentary,documentary,movie title is remastered: massacre at the stadium. genre is documentary. language is english/spanish.,https://m.media-amazon.com/images/M/MV5BMWU2M2M3ZjQtNmE5My00MTY4LTliMDItOWQwNDhjYjkzZmIwXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.3,64,0.2926829268292683,English,"January 11, 2019","B.J. Perlmutt, Bent-Jorgen Perlmutt","This documentary questions who killed Victor Jara, Chilean musician and activist who died during the dictatorship in his country."
remastered: the two killings of sam cooke,documentary,documentary,documentary,movie title is remastered: the two killings of sam cooke. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZmZmNzI3MWEtYmFiNS00NjIzLWI2ZmYtZDBlNTY4NDNjMTM3XkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.3,64,0.2926829268292683,English,"February 8, 2019",Kelly Duane,An investigation into the circumstances and controversy surrounding Sam Cooke's murder.
secrets of the saqqara tomb,documentary,documentary,documentary,movie title is secrets of the saqqara tomb. genre is documentary. language is english/arabic.,https://m.media-amazon.com/images/M/MV5BNzliODQ3ZjMtYjM3YS00Y2NmLWE3NjktMDlhMjk4OWFkZjVjXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,114,0.5365853658536586,English,"October 28, 2020",James Tovell,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the astonishing find."
sitara: let girls dream,"animation, short",animation,animation,movie title is sitara: let girls dream. genre is animation. language is english.,https://m.media-amazon.com/images/M/MV5BZWEzZDE2NmItMTliZS00MDkzLTg3MjktODhhYjQ0YjQwZTc0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.3,15,0.053658536585365846,English,"March 8, 2020",Sharmeen Obaid-Chinoy,"The short tells the story of Pari, a 14-year-old girl who dreams of becoming a pilot while growing up in a society that doesn't allow her to dream."
sky ladder: the art of cai guo-qiang,documentary,documentary,documentary,movie title is sky ladder: the art of cai guo-qiang. genre is documentary. language is english/mandarin.,https://m.media-amazon.com/images/M/MV5BMTUwNjY1NzQzMF5BMl5BanBnXkFtZTgwMDE1ODIyMDI@._V1_SX300.jpg,2016.0,7.3,79,0.36585365853658536,English,"October 14, 2016",Kevin Macdonald,"Trace the rise of contemporary artist Cai Guo-Qiang from childhood in Mao's China to global art world superstar, and join his quest to realize his lifelong obsession: Sky Ladder."
team foxcatcher,documentary,documentary,documentary,movie title is team foxcatcher. genre is documentary. language is english/russian.,https://m.media-amazon.com/images/M/MV5BZjE1NzcyNjYtNjFjMi00NDYwLWFjOWItZTRhNDkxMDU0NTc0XkEyXkFqcGc@._V1_SX300.jpg,2016.0,7.3,90,0.4195121951219512,English,"April 29, 2016",Jon Greenhalgh,"Documentary filmmaker Jon Greenhalgh examines the life of Dave Schultz, a professional wrestler who was part of 'Team Foxcatcher', funded by multi-millionaire John du Pont."
the ballad of buster scruggs,western,western,western,movie title is the ballad of buster scruggs. genre is western. language is english.,https://m.media-amazon.com/images/M/MV5BOTc0MzZjYTktYzBlZC00MmViLTgyNDYtNjljNTcxMzdjODRkXkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.3,132,0.624390243902439,English,"November 16, 2018","Ethan Coen, Joel Coen","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train and a perverse pair of bounty hunters."
the fundamentals of caring,"comedy, drama","comedy, drama",comedy,"movie title is the fundamentals of caring. genre is comedy, drama. language is english.",https://m.media-amazon.com/images/M/MV5BMTA1Mjc4ODI0NzReQTJeQWpwZ15BbWU4MDQ3MzAwMjkx._V1_SX300.jpg,2016.0,7.3,97,0.4536585365853658,English,"June 24, 2016",Rob Burnett,A man suffering a family loss enrolls in a class about care-giving that changes his perspective on life.
american factory,documentary,documentary,documentary,movie title is american factory. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2I1ZWJmNDUtMzc5OC00YzVmLTliZWItNTczZDQ0YTNiOTZjXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,110,0.5170731707317073,English,"August 21, 2019","Steven Bognar, Julia Reichert","In post-industrial Ohio, a Chinese billionaire opens a factory in an abandoned General Motors plant, hiring two thousand Americans. Early days of hope and optimism give way to setbacks as high-tech China clashes with working-class..."
fire in paradise,documentary,documentary,documentary,movie title is fire in paradise. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2JiNzc5ODAtNWRkZi00YzJiLWExYjUtMDljMjFlYzE1MGViXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,39,0.17073170731707318,English,"November 1, 2019","Zackary Canepari, Drea Cooper","On 8th November, 2018, a fire broke out in California near the town of Paradise. Over the course of a few hours, the Camp Fire grew into the country's deadliest wildfire in over a century. Through first-hand footage of the disaste..."
long shot,documentary,documentary,documentary,movie title is long shot. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BY2E2NDIwMGUtNmFkZC00NDFjLWI5ZWMtMTE1M2E2YTM1OWVlXkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.4,40,0.175609756097561,English,"September 29, 2017",Jonathan Levine,"Journalist, Fred Flarsky, reunites with his childhood crush, Charlotte Field; now one of the most influential women in the world. As she prepares to run for president, Charlotte hires Fred as her speechwriter, and sparks fly."
miss americana,documentary,documentary,documentary,movie title is miss americana. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BYWY3ODNlZjEtZWU4Zi00YzBhLWE3YWMtMmMyMzZkZmYxOTMyXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.4,85,0.39512195121951216,English,"January 31, 2020",Lana Wilson,A look at iconic pop artist Taylor Swift during a transformational time in her life as she embraces her role as a singer/songwriter and harnesses the full power of her voice.
period. end of sentence.,documentary,documentary,documentary,movie title is period. end of sentence.. genre is documentary. language is english/hindi.,https://m.media-amazon.com/images/M/MV5BOWEwZmI5MDQtODU4Ni00YTFkLTlmNzItOWFjYWU3MzRkN2IyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,26,0.1073170731707317,English,"February 12, 2019",Rayka Zehtabchi,Indian women fight the stigma surrounding menstruation and begin manufacturing sanitary pads.
shawn mendes: live in concert,concert film,"documentary, musical",documentary,"movie title is shawn mendes: live in concert. genre is documentary, musical. language is english.",https://m.media-amazon.com/images/M/MV5BZjQxMjY4MTctZGQ1OC00M2ZjLWIyN2QtMzk4ZTAzOTY2ZGU0XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.4,87,0.4048780487804878,English,"November 25, 2020",Paul Dugdale,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans."
shirkers,documentary,documentary,documentary,movie title is shirkers. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMWFkOGUwNjktNjQxNS00YTQ5LWE2NGQtN2QzODNiMWIyNzU1XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.4,97,0.4536585365853658,English,"October 26, 2018",Sandi Tan,A woman explores the events surrounding a film she and her friends began making with a mysterious stranger decades ago.
the black godfather,documentary,documentary,documentary,movie title is the black godfather. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BNzdhOWNkMzEtYjRmYS00ZjdjLWE3MDctMzNjMmRmOGVkODJmXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,118,0.5560975609756097,English,"June 7, 2019",Reginald Hudlin,"Follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics."
the irishman: in conversation,"aftershow, interview",other,other,movie title is the irishman: in conversation. genre is other. language is english.,https://m.media-amazon.com/images/M/MV5BMjZlMDdiMGEtZDIzZC00NTFlLWFkODctZDg1YjkyODE1ZGYyXkEyXkFqcGc@._V1_SX300.jpg,2019.0,7.4,23,0.09268292682926829,English,"November 27, 2019",Martin Scorsese,"A roundtable discussion about The Irishman (2019) with Martin Scorsese, Robert De Niro, Al Pacino and Joe Pesci."
the speed cubers,documentary,documentary,documentary,movie title is the speed cubers. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BZWY4ZThlYTUtNjY0Mi00NmE5LTgwZTItM2ZiN2I4YzBiZGE1XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.4,40,0.175609756097561,English,"July 29, 2020",Sue Kim,Discover the special bond -- and uncommon competitive spirit -- shared by the world's Rubik's Cube-solving record breakers in this documentary.
they'll love me when i'm dead,documentary,documentary,documentary,movie title is they'll love me when i'm dead. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMjEwNzExNzU2Ml5BMl5BanBnXkFtZTgwMjIyNDI0NjM@._V1_SX300.jpg,2018.0,7.4,98,0.4585365853658536,English,"November 2, 2018",Morgan Neville,"In the final fifteen years of the life of legendary director Orson Welles, he pins his Hollywood comeback hopes on a film, The Other Side of the Wind (2018), in itself a film about an aging film director trying to finish his last ..."
tig,documentary,documentary,documentary,movie title is tig. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMTQ4MTQ5NDU2OV5BMl5BanBnXkFtZTgwMzY4NzExNjE@._V1_SX300.jpg,2015.0,7.4,80,0.37073170731707317,English,"July 17, 2015","Kristina Goolsby, Ashley York","The personal Biography of Tig Notaro, a Stand-up comedian who was diagnosed with cancer."
"barbra: the music, the mem'ries, the magic!",concert film,"documentary, musical",documentary,"movie title is barbra: the music, the mem'ries, the magic!. genre is documentary, musical. language is english.",https://m.media-amazon.com/images/M/MV5BOTA5ODQ2MDktZmU1OC00YmM5LTk2MjgtODQ4ZWUwN2ZiMmZmXkEyXkFqcGc@._V1_SX300.jpg,2017.0,7.5,108,0.5073170731707317,English,"November 22, 2017","Jim Gable, Barbra Streisand","Barbra Streisand's film concert event finds the legend joined by a roster of special guests, as she takes audiences on a journey of her life's work, like a stroll down memory lane with a good friend."
blackpink: light up the sky,documentary,documentary,documentary,movie title is blackpink: light up the sky. genre is documentary. language is korean.,https://m.media-amazon.com/images/M/MV5BNjNhOGUxYTAtZDFhNC00ZjVmLWEyNmEtOWMxZjdjMjMyMjlmXkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.5,79,0.36585365853658536,Korean,"October 14, 2020",Caroline Suh,Chart the meteoric rise of the South Korean girl group BLACKPINK in director Caroline Suh's documentary.
city of joy,documentary,documentary,documentary,movie title is city of joy. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BMDU5Nzc2YWMtNzY1Mi00NmUxLTlmZTMtN2NjZDY5MzU4ZWY4XkEyXkFqcGc@._V1_SX300.jpg,2018.0,7.5,74,0.3414634146341463,English,"September 7, 2018",Roland Joffé,"An American doctor, a British nurse, and an illiterate Indian farmer unite to transform a Calcutta ghetto in this uplifting, inspirational movie starring Patrick Swayze and Pauline Collins."
dick johnson is dead,documentary,documentary,documentary,movie title is dick johnson is dead. genre is documentary. language is english.,https://m.media-amazon.com/images/M/MV5BOTQyN2E1NDMtN2MyNy00YjI2LTliYTctZDU2OTA4YTQ1NTU5XkEyXkFqcGc@._V1_SX300.jpg,2020.0,7.5,90,0.4195121951219512,English,"October 2, 2020",Kirsten Johnson,A daughter helps her father prepare for the end of his life.
